===
WP_013825925.1	1529770..1530721	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013825926.1	1536731..1536995	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_048188005.1	1537000..1537945	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_048188364.1	1538060..1538582	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013825929.1	1538607..1539333	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013825930.1	1539392..1541603	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013825931.1	1541612..1542230	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013825932.1	1542226..1543225	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013825933.1	1543225..1544599	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013825934.1	1545276..1546743	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_052296851.1	1546885..1547275	+	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013825936.1	1547556..1548792	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013825937.1	1549070..1550777	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013825938.1	1551299..1552286	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013825939.1	1552375..1553728	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013825940.1	1553724..1554780	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
===
WP_013825998.1	1598580..1599354	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013825999.1	1599671..1600043	+	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_048188019.1	1600043..1600484	+	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013825999.1	1600557..1600929	+	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_048188021.1	1600929..1601370	+	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826002.1	1601441..1601951	+	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_161597493.1	1601970..1602357	+	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826004.1	1602376..1602757	+	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826005.1	1603079..1603556	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826006.1	1603840..1604104	+	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826007.1	1604057..1604360	+	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826008.1	1604776..1605328	+	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826009.1	1605388..1605544	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826010.1	1605622..1606138	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826011.1	1606584..1607439	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826012.1	1607974..1608568	+	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826013.1	1608965..1610132	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826014.1	1610070..1610646	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826015.1	1610939..1612775	+	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826016.1	1613066..1613345	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826017.1	1613409..1615401	+	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826018.1	1615541..1615847	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826019.1	1615830..1616214	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826020.1	1616233..1616869	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826021.1	1616883..1617582	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826022.1	1617578..1619018	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
===
WP_013826641.1	2231281..2232097	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826642.1	2232098..2232665	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826643.1	2232676..2233378	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826644.1	2233400..2233880	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826645.1	2233984..2234569	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826646.1	2234993..2235371	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826647.1	2235404..2236427	+	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826648.1	2236612..2237896	+	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826649.1	2238315..2239479	+	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826650.1	2239471..2240164	+	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_227716959.1	2240237..2240600	+	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826652.1	2240810..2241098	+	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826653.1	2241124..2241421	+	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_048188106.1	2241681..2242494	+	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826655.1	2242572..2242896	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826656.1	2242994..2243507	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826657.1	2243560..2243749	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826658.1	2243968..2245459	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826659.1	2245921..2246203	+	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826660.1	2246320..2246977	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826661.1	2247118..2247616	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826662.1	2247681..2247825	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_227716960.1	2247992..2248613	-	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826664.1	2249521..2250109	+	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826666.1	2250168..2250663	+	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
WP_013826667.1	2251182..2252559	+	Methanobacterium paludis-GCF_000214725.1	NC_015574.1
===
WP_004030635.1	77596..78658	-	Methanobacterium formicicum DSM 3637 Contig05-GCF_000302455.1	NZ_AMPO01000005.1
WP_004030636.1	78910..80080	-	Methanobacterium formicicum DSM 3637 Contig05-GCF_000302455.1	NZ_AMPO01000005.1
WP_004030637.1	80112..81555	-	Methanobacterium formicicum DSM 3637 Contig05-GCF_000302455.1	NZ_AMPO01000005.1
WP_004030638.1	81643..82837	-	Methanobacterium formicicum DSM 3637 Contig05-GCF_000302455.1	NZ_AMPO01000005.1
WP_237739713.1	84431..85190	+	Methanobacterium formicicum DSM 3637 Contig05-GCF_000302455.1	NZ_AMPO01000005.1
WP_192812703.1	85385..85538	+	Methanobacterium formicicum DSM 3637 Contig05-GCF_000302455.1	NZ_AMPO01000005.1
WP_004030640.1	85912..87283	-	Methanobacterium formicicum DSM 3637 Contig05-GCF_000302455.1	NZ_AMPO01000005.1
WP_237739714.1	87590..88283	+	Methanobacterium formicicum DSM 3637 Contig05-GCF_000302455.1	NZ_AMPO01000005.1
WP_004030642.1	88516..89191	+	Methanobacterium formicicum DSM 3637 Contig05-GCF_000302455.1	NZ_AMPO01000005.1
WP_004030643.1	89400..90591	+	Methanobacterium formicicum DSM 3637 Contig05-GCF_000302455.1	NZ_AMPO01000005.1
WP_004030644.1	90726..90927	-	Methanobacterium formicicum DSM 3637 Contig05-GCF_000302455.1	NZ_AMPO01000005.1
WP_004030645.1	91153..91564	-	Methanobacterium formicicum DSM 3637 Contig05-GCF_000302455.1	NZ_AMPO01000005.1
WP_004030646.1	91762..92098	+	Methanobacterium formicicum DSM 3637 Contig05-GCF_000302455.1	NZ_AMPO01000005.1
WP_004030647.1	92278..92689	+	Methanobacterium formicicum DSM 3637 Contig05-GCF_000302455.1	NZ_AMPO01000005.1
WP_004030648.1	92933..93317	-	Methanobacterium formicicum DSM 3637 Contig05-GCF_000302455.1	NZ_AMPO01000005.1
WP_004030649.1	93316..93970	-	Methanobacterium formicicum DSM 3637 Contig05-GCF_000302455.1	NZ_AMPO01000005.1
WP_004030650.1	94011..95403	-	Methanobacterium formicicum DSM 3637 Contig05-GCF_000302455.1	NZ_AMPO01000005.1
WP_004030651.1	95405..97160	-	Methanobacterium formicicum DSM 3637 Contig05-GCF_000302455.1	NZ_AMPO01000005.1
WP_004030652.1	97156..97474	-	Methanobacterium formicicum DSM 3637 Contig05-GCF_000302455.1	NZ_AMPO01000005.1
WP_004030653.1	97470..98628	-	Methanobacterium formicicum DSM 3637 Contig05-GCF_000302455.1	NZ_AMPO01000005.1
WP_004030654.1	98643..99267	-	Methanobacterium formicicum DSM 3637 Contig05-GCF_000302455.1	NZ_AMPO01000005.1
===
WP_004031767.1	635..899	-	Methanobacterium formicicum DSM 3637 Contig12-GCF_000302455.1	NZ_AMPO01000012.1
WP_004031768.1	904..1870	-	Methanobacterium formicicum DSM 3637 Contig12-GCF_000302455.1	NZ_AMPO01000012.1
WP_004031769.1	2073..2592	-	Methanobacterium formicicum DSM 3637 Contig12-GCF_000302455.1	NZ_AMPO01000012.1
WP_004031770.1	2603..2993	-	Methanobacterium formicicum DSM 3637 Contig12-GCF_000302455.1	NZ_AMPO01000012.1
WP_004031771.1	2989..3220	-	Methanobacterium formicicum DSM 3637 Contig12-GCF_000302455.1	NZ_AMPO01000012.1
WP_004031772.1	3418..5665	-	Methanobacterium formicicum DSM 3637 Contig12-GCF_000302455.1	NZ_AMPO01000012.1
WP_004031773.1	5670..6291	-	Methanobacterium formicicum DSM 3637 Contig12-GCF_000302455.1	NZ_AMPO01000012.1
WP_004031775.1	6287..7286	-	Methanobacterium formicicum DSM 3637 Contig12-GCF_000302455.1	NZ_AMPO01000012.1
WP_004031777.1	7278..8643	-	Methanobacterium formicicum DSM 3637 Contig12-GCF_000302455.1	NZ_AMPO01000012.1
WP_237739745.1	8645..9215	-	Methanobacterium formicicum DSM 3637 Contig12-GCF_000302455.1	NZ_AMPO01000012.1
WP_004031781.1	10500..11442	-	Methanobacterium formicicum DSM 3637 Contig12-GCF_000302455.1	NZ_AMPO01000012.1
WP_004031783.1	11779..12733	+	Methanobacterium formicicum DSM 3637 Contig12-GCF_000302455.1	NZ_AMPO01000012.1
WP_004031785.1	12833..14534	-	Methanobacterium formicicum DSM 3637 Contig12-GCF_000302455.1	NZ_AMPO01000012.1
WP_004031786.1	14796..15282	+	Methanobacterium formicicum DSM 3637 Contig12-GCF_000302455.1	NZ_AMPO01000012.1
WP_004031787.1	15345..16086	-	Methanobacterium formicicum DSM 3637 Contig12-GCF_000302455.1	NZ_AMPO01000012.1
WP_004031788.1	16306..16720	+	Methanobacterium formicicum DSM 3637 Contig12-GCF_000302455.1	NZ_AMPO01000012.1
WP_004031789.1	16851..17262	+	Methanobacterium formicicum DSM 3637 Contig12-GCF_000302455.1	NZ_AMPO01000012.1
WP_004031790.1	17378..17741	+	Methanobacterium formicicum DSM 3637 Contig12-GCF_000302455.1	NZ_AMPO01000012.1
WP_048204251.1	17824..18469	-	Methanobacterium formicicum DSM 3637 Contig12-GCF_000302455.1	NZ_AMPO01000012.1
===
WP_023991501.1	350569..351949	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_039376477.1	352151..353024	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023991503.1	353020..353974	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023991504.1	354025..354625	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023991505.1	354776..356006	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023991508.1	361903..362167	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_039377070.1	362170..363139	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023991510.1	363156..363675	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023991511.1	363835..366265	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023991512.1	366390..366684	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023991513.1	366680..367331	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023991514.1	367336..368275	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_051371657.1	368267..369764	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023991516.1	369799..370546	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023991517.1	370700..371699	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023991518.1	372272..372953	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023991519.1	373033..373234	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023991520.1	373518..373845	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_172636158.1	373970..374807	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023991522.1	374826..375480	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023991523.1	375469..376162	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023991524.1	376363..376882	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023991525.1	377256..377736	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023991526.1	377817..378669	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023991527.1	379335..380190	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023991528.1	380292..382416	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
===
WP_023992109.1	948403..949558	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992110.1	949571..950396	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992111.1	950355..950664	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992112.1	950644..951841	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_039377243.1	951837..952527	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992114.1	953037..954522	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992115.1	954581..955004	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992116.1	955737..956991	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992117.1	956999..958982	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992118.1	959056..959650	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_051371687.1	959918..960239	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992120.1	960280..960694	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992121.1	961284..962031	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992122.1	962178..962532	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_155914786.1	962796..962934	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992124.1	963368..963758	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992127.1	964842..967980	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_051371688.1	968335..968704	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992129.1	968704..969007	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992130.1	969042..969795	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
===
WP_023992718.1	1579498..1581508	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992719.1	1581509..1581992	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992720.1	1581997..1582621	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992721.1	1582639..1583797	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992722.1	1583793..1584108	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992723.1	1584104..1585859	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992724.1	1585861..1587253	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992725.1	1587293..1587953	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992726.1	1587945..1588329	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992727.1	1588561..1588897	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992728.1	1589029..1589437	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_039376846.1	1589513..1589723	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992730.1	1589743..1590916	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992731.1	1591095..1591785	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992733.1	1592905..1593673	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992734.1	1594219..1594702	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992735.1	1594787..1595363	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992736.1	1595399..1595756	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992737.1	1595991..1596756	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992738.1	1596758..1597700	-	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_039376853.1	1597887..1599252	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992740.1	1599426..1599912	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992741.1	1600188..1600779	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
WP_023992742.1	1600861..1602466	+	Methanobacterium sp. MB1-GCF_000499765.1	NC_023044.1
===
WP_048191514.1	2037645..2039649	+	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191515.1	2039650..2040139	+	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191516.1	2040142..2040766	+	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191517.1	2040780..2041938	+	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191518.1	2041934..2042255	+	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191519.1	2042251..2044003	+	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191521.1	2044005..2045397	+	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191522.1	2045453..2046095	+	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191524.1	2046095..2046479	+	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191526.1	2046592..2047009	-	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191527.1	2047073..2047412	-	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191530.1	2047494..2047899	+	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_197050640.1	2047903..2048062	+	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191532.1	2048083..2049250	-	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191534.1	2049423..2050092	-	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191537.1	2050091..2050664	-	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191540.1	2050860..2051748	-	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_052374373.1	2051964..2053650	+	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191542.1	2053665..2054394	-	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191545.1	2054517..2055321	-	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191547.1	2055538..2056303	-	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191549.1	2056304..2057246	-	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_231551449.1	2057460..2058843	+	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_081882660.1	2058935..2059424	+	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191553.1	2059531..2060221	-	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
===
WP_081882662.1	2157096..2158311	-	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191711.1	2158347..2159169	-	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048192742.1	2159224..2160064	-	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191713.1	2160140..2161085	-	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_231551503.1	2161305..2162106	-	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191714.1	2162117..2162678	-	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191716.1	2162689..2163391	-	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191718.1	2163413..2163896	-	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191720.1	2163947..2164538	-	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191721.1	2165049..2166081	+	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191723.1	2166160..2167444	+	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_156096072.1	2167533..2167677	+	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191724.1	2167706..2168333	+	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191726.1	2168364..2168691	-	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191728.1	2168712..2169234	-	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
WP_048191729.1	2169474..2169756	+	Methanobacterium sp. SMA-27 DL91DRAFT_unitig_0_quiver.1_C-GCF_000744455.1	NZ_JQLY01000001.1
